-1.513063605036894,-1.528503733224676,-1.5439438614124585,-1.559383989600228,-1.5748241177880167,-1.5902642459757859,-1.6057043741635681,-1.621144502351344,-1.6365846305391263,-1.6520247587268957
-1.492710250495237,-1.5080213956086266,-1.523332540722029,-1.5386436858354253,-1.5539548309488211,-1.5692659760622174,-1.5845771211756199,-1.599888266289016,-1.6151994114024055,-1.6305105565158013
-1.469686230835294,-1.483487127555202,-1.497288024275142,-1.5110889209950629,-1.5248898177149965,-1.5386907144349045,-1.5524916111548381,-1.566292507874759,-1.5800934045946733,-1.593894301314607
-1.444605346350179,-1.4576748164287607,-1.4707442865073554,-1.4838137565859502,-1.4968832266645384,-1.5099526967431267,-1.5230221668217279,-1.5360916369003164,-1.5491611069789173,-1.5622305770574991
-1.4112307744821926,-1.4231799023028697,-1.4351290301235535,-1.4470781579442404,-1.4590272857649176,-1.4709764135856074,-1.482925541406278,-1.4948746692269552,-1.5068237970476452,-1.5187729248683224
-1.460533680974082,-1.4738656664577887,-1.4871976519414984,-1.5005296374252084,-1.513861622908912,-1.5271936083926219,-1.5405255938763254,-1.5538575793600546,-1.5671895648437515,-1.5805215503274552
-1.479722069891738,-1.4935731140796227,-1.5074241582675014,-1.5212752024553735,-1.5351262466432583,-1.5489772908311497,-1.5628283350190217,-1.5766793792068938,-1.5905304233947788,-1.6043814675826635
-1.3730960544366984,-1.3847599636097938,-1.3964238727828893,-1.4080877819559816,-1.419751691129074,-1.431415600302166,-1.4430795094752584,-1.4547434186483572,-1.4664073278214558,-1.4780712369945352
-1.4258172551644934,-1.4389659502403709,-1.4521146453162388,-1.4652633403921194,-1.4784120354680004,-1.4915607305438745,-1.5047094256197426,-1.5178581206956296,-1.531006815771504,-1.544155510847372
-1.5051703568865968,-1.5199141890459005,-1.534658021205217,-1.549401853364508,-1.5641456855238245,-1.5788895176831346,-1.5936333498424318,-1.6083771820017356,-1.6231210141610393,-1.6378648463203622
